CustomerID	AccountNumber	CustomerType	JSON_ARRAYAGG(
16116	AW00016116	I	[{"TotalDue": 2587.8769, "OrderDate": "2004-04-27 00:00:00.000000", "SalesOrderID": 69133}]
16117	AW00016117	I	[{"TotalDue": 95.5273, "OrderDate": "2004-05-24 00:00:00.000000", "SalesOrderID": 71238}]
16118	AW00016118	I	[{"TotalDue": 2833.1206, "OrderDate": "2004-04-23 00:00:00.000000", "SalesOrderID": 68858}]
16119	AW00016119	I	[{"TotalDue": 15.4479, "OrderDate": "2003-08-12 00:00:00.000000", "SalesOrderID": 52435}]
16120	AW00016120	I	[{"TotalDue": 8.0444, "OrderDate": "2004-05-02 00:00:00.000000", "SalesOrderID": 69686}]
16121	AW00016121	I	[{"TotalDue": 678.9894, "OrderDate": "2004-05-26 00:00:00.000000", "SalesOrderID": 71405}]
16122	AW00016122	I	[{"TotalDue": 629.8169, "OrderDate": "2004-04-08 00:00:00.000000", "SalesOrderID": 67882}]
16123	AW00016123	I	[{"TotalDue": 696.1169, "OrderDate": "2004-05-08 00:00:00.000000", "SalesOrderID": 70132}]
16124	AW00016124	I	[{"TotalDue": 678.9673, "OrderDate": "2004-05-21 00:00:00.000000", "SalesOrderID": 71058}]
16125	AW00016125	I	[{"TotalDue": 650.8008, "OrderDate": "2004-06-05 00:00:00.000000", "SalesOrderID": 72238}]
16126	AW00016126	I	[{"TotalDue": 640.8669, "OrderDate": "2004-04-01 00:00:00.000000", "SalesOrderID": 67385}]
16127	AW00016127	I	[{"TotalDue": 683.4094, "OrderDate": "2004-04-16 00:00:00.000000", "SalesOrderID": 68376}]
16128	AW00016128	I	[{"TotalDue": 596.689, "OrderDate": "2004-06-15 00:00:00.000000", "SalesOrderID": 73002}]
16129	AW00016129	I	[{"TotalDue": 624.314, "OrderDate": "2004-05-15 00:00:00.000000", "SalesOrderID": 70637}]
16130	AW00016130	I	[{"TotalDue": 68.4658, "OrderDate": "2004-03-14 00:00:00.000000", "SalesOrderID": 66172}]
16131	AW00016131	I	[{"TotalDue": 183.7394, "OrderDate": "2004-05-08 00:00:00.000000", "SalesOrderID": 70119}]
16132	AW00016132	I	[{"TotalDue": 2717.8801, "OrderDate": "2003-07-22 00:00:00.000000", "SalesOrderID": 51518}]
16133	AW00016133	I	[{"TotalDue": 42.9624, "OrderDate": "2003-08-11 00:00:00.000000", "SalesOrderID": 52378}, {"TotalDue": 76.2119, "OrderDate": "2004-06-25 00:00:00.000000", "SalesOrderID": 73737}, {"TotalDue": 62.9519, "OrderDate": "2004-07-07 00:00:00.000000", "SalesOrderID": 74363}]
16134	AW00016134	I	[{"TotalDue": 15.4479, "OrderDate": "2003-10-28 00:00:00.000000", "SalesOrderID": 56817}]
16135	AW00016135	I	[{"TotalDue": 640.8669, "OrderDate": "2004-05-07 00:00:00.000000", "SalesOrderID": 70060}]
16136	AW00016136	I	[{"TotalDue": 624.314, "OrderDate": "2004-05-30 00:00:00.000000", "SalesOrderID": 71665}]
16137	AW00016137	I	[{"TotalDue": 613.2419, "OrderDate": "2004-05-12 00:00:00.000000", "SalesOrderID": 70422}]
16138	AW00016138	I	[{"TotalDue": 624.314, "OrderDate": "2004-05-08 00:00:00.000000", "SalesOrderID": 70131}]
16139	AW00016139	I	[{"TotalDue": 723.7198, "OrderDate": "2004-05-12 00:00:00.000000", "SalesOrderID": 70423}]
16140	AW00016140	I	[{"TotalDue": 2793.8047, "OrderDate": "2003-09-26 00:00:00.000000", "SalesOrderID": 55017}]
16141	AW00016141	I	[{"TotalDue": 651.9058, "OrderDate": "2004-05-02 00:00:00.000000", "SalesOrderID": 69701}]
16142	AW00016142	I	[{"TotalDue": 623.1758, "OrderDate": "2004-05-09 00:00:00.000000", "SalesOrderID": 70210}]
16143	AW00016143	I	[{"TotalDue": 29.8019, "OrderDate": "2003-10-17 00:00:00.000000", "SalesOrderID": 56247}]
16144	AW00016144	I	[{"TotalDue": 2626.5408, "OrderDate": "2004-04-17 00:00:00.000000", "SalesOrderID": 68444}]
16145	AW00016145	I	[{"TotalDue": 2566.1194, "OrderDate": "2004-04-06 00:00:00.000000", "SalesOrderID": 67740}]
16146	AW00016146	I	[{"TotalDue": 2574.6279, "OrderDate": "2004-04-19 00:00:00.000000", "SalesOrderID": 68599}]
16147	AW00016147	I	[{"TotalDue": 2615.756, "OrderDate": "2004-04-28 00:00:00.000000", "SalesOrderID": 69217}]
16148	AW00016148	I	[{"TotalDue": 2563.589, "OrderDate": "2004-04-01 00:00:00.000000", "SalesOrderID": 67387}]
16149	AW00016149	I	[{"TotalDue": 77.3169, "OrderDate": "2004-03-26 00:00:00.000000", "SalesOrderID": 66902}, {"TotalDue": 40.432, "OrderDate": "2004-01-21 00:00:00.000000", "SalesOrderID": 62486}, {"TotalDue": 94.4554, "OrderDate": "2003-12-01 00:00:00.000000", "SalesOrderID": 59109}]
16150	AW00016150	I	[{"TotalDue": 696.1169, "OrderDate": "2004-05-14 00:00:00.000000", "SalesOrderID": 70566}]
16151	AW00016151	I	[{"TotalDue": 706.5923, "OrderDate": "2004-05-04 00:00:00.000000", "SalesOrderID": 69836}]
16152	AW00016152	I	[{"TotalDue": 71.2394, "OrderDate": "2004-04-22 00:00:00.000000", "SalesOrderID": 68764}]
16153	AW00016153	I	[{"TotalDue": 44.1779, "OrderDate": "2004-02-13 00:00:00.000000", "SalesOrderID": 64088}]
16154	AW00016154	I	[{"TotalDue": 5.514, "OrderDate": "2004-01-12 00:00:00.000000", "SalesOrderID": 61937}]
16155	AW00016155	I	[{"TotalDue": 2264.2536, "OrderDate": "2003-06-08 00:00:00.000000", "SalesOrderID": 50850}, {"TotalDue": 2696.7194, "OrderDate": "2004-05-21 00:00:00.000000", "SalesOrderID": 71074}]
16156	AW00016156	I	[{"TotalDue": 2535.964, "OrderDate": "2004-05-17 00:00:00.000000", "SalesOrderID": 70806}, {"TotalDue": 2264.2536, "OrderDate": "2003-06-30 00:00:00.000000", "SalesOrderID": 51079}]
16157	AW00016157	I	[{"TotalDue": 2288.9187, "OrderDate": "2003-06-20 00:00:00.000000", "SalesOrderID": 50977}, {"TotalDue": 2563.589, "OrderDate": "2004-05-06 00:00:00.000000", "SalesOrderID": 69992}]
16158	AW00016158	I	[{"TotalDue": 2563.589, "OrderDate": "2004-05-08 00:00:00.000000", "SalesOrderID": 70152}, {"TotalDue": 2264.2536, "OrderDate": "2003-06-09 00:00:00.000000", "SalesOrderID": 50857}]
16159	AW00016159	I	[{"TotalDue": 2288.9187, "OrderDate": "2003-06-24 00:00:00.000000", "SalesOrderID": 51020}, {"TotalDue": 2585.9542, "OrderDate": "2004-06-25 00:00:00.000000", "SalesOrderID": 73767}]
16160	AW00016160	I	[{"TotalDue": 657.4419, "OrderDate": "2003-12-20 00:00:00.000000", "SalesOrderID": 60435}, {"TotalDue": 2264.2536, "OrderDate": "2003-06-12 00:00:00.000000", "SalesOrderID": 50894}]
16161	AW00016161	I	[{"TotalDue": 2264.2536, "OrderDate": "2003-06-18 00:00:00.000000", "SalesOrderID": 50954}, {"TotalDue": 719.2998, "OrderDate": "2004-01-27 00:00:00.000000", "SalesOrderID": 62863}]
16162	AW00016162	I	[{"TotalDue": 40.432, "OrderDate": "2004-01-21 00:00:00.000000", "SalesOrderID": 62477}, {"TotalDue": 164.0373, "OrderDate": "2004-05-18 00:00:00.000000", "SalesOrderID": 70824}]
16163	AW00016163	I	[{"TotalDue": 629.8169, "OrderDate": "2004-03-07 00:00:00.000000", "SalesOrderID": 65734}, {"TotalDue": 2288.9187, "OrderDate": "2003-06-09 00:00:00.000000", "SalesOrderID": 50858}]
16164	AW00016164	I	[{"TotalDue": 2264.2536, "OrderDate": "2003-06-21 00:00:00.000000", "SalesOrderID": 50988}, {"TotalDue": 651.9279, "OrderDate": "2004-03-17 00:00:00.000000", "SalesOrderID": 66360}]
16165	AW00016165	I	[{"TotalDue": 40.432, "OrderDate": "2004-03-24 00:00:00.000000", "SalesOrderID": 66774}, {"TotalDue": 49.9681, "OrderDate": "2004-01-10 00:00:00.000000", "SalesOrderID": 61785}]
16166	AW00016166	I	[{"TotalDue": 42.9624, "OrderDate": "2004-04-15 00:00:00.000000", "SalesOrderID": 68274}, {"TotalDue": 77.3169, "OrderDate": "2003-08-16 00:00:00.000000", "SalesOrderID": 52618}]
16167	AW00016167	I	[{"TotalDue": 77.3169, "OrderDate": "2004-06-20 00:00:00.000000", "SalesOrderID": 73339}, {"TotalDue": 36.023, "OrderDate": "2004-02-17 00:00:00.000000", "SalesOrderID": 64304}]
16168	AW00016168	I	[{"TotalDue": 38.5535, "OrderDate": "2003-08-25 00:00:00.000000", "SalesOrderID": 53079}, {"TotalDue": 49.9681, "OrderDate": "2003-09-30 00:00:00.000000", "SalesOrderID": 55183}]
16169	AW00016169	I	[{"TotalDue": 2264.2536, "OrderDate": "2003-06-17 00:00:00.000000", "SalesOrderID": 50944}, {"TotalDue": 2602.2529, "OrderDate": "2004-06-01 00:00:00.000000", "SalesOrderID": 71985}]
16170	AW00016170	I	[{"TotalDue": 173.032, "OrderDate": "2004-07-31 00:00:00.000000", "SalesOrderID": 75093}, {"TotalDue": 35.6694, "OrderDate": "2004-02-19 00:00:00.000000", "SalesOrderID": 64459}]
16171	AW00016171	I	[{"TotalDue": 79.0959, "OrderDate": "2003-11-11 00:00:00.000000", "SalesOrderID": 57752}, {"TotalDue": 35.6694, "OrderDate": "2003-10-08 00:00:00.000000", "SalesOrderID": 55745}]
16172	AW00016172	I	[{"TotalDue": 101.1959, "OrderDate": "2004-04-25 00:00:00.000000", "SalesOrderID": 68963}, {"TotalDue": 104.3783, "OrderDate": "2004-02-03 00:00:00.000000", "SalesOrderID": 63434}]
16173	AW00016173	I	[{"TotalDue": 13.1937, "OrderDate": "2003-12-04 00:00:00.000000", "SalesOrderID": 59277}, {"TotalDue": 34.5534, "OrderDate": "2003-08-28 00:00:00.000000", "SalesOrderID": 53244}]
16174	AW00016174	I	[{"TotalDue": 102.1904, "OrderDate": "2003-10-05 00:00:00.000000", "SalesOrderID": 55558}, {"TotalDue": 53.0069, "OrderDate": "2003-12-20 00:00:00.000000", "SalesOrderID": 60387}]
16175	AW00016175	I	[{"TotalDue": 34.5534, "OrderDate": "2004-02-12 00:00:00.000000", "SalesOrderID": 63999}, {"TotalDue": 43.0729, "OrderDate": "2004-07-29 00:00:00.000000", "SalesOrderID": 75033}]
16176	AW00016176	I	[{"TotalDue": 2602.2529, "OrderDate": "2004-06-06 00:00:00.000000", "SalesOrderID": 72333}, {"TotalDue": 2264.2536, "OrderDate": "2003-06-01 00:00:00.000000", "SalesOrderID": 50768}]
16177	AW00016177	I	[{"TotalDue": 104.3783, "OrderDate": "2004-01-15 00:00:00.000000", "SalesOrderID": 62092}, {"TotalDue": 42.9624, "OrderDate": "2003-12-05 00:00:00.000000", "SalesOrderID": 59346}]
16178	AW00016178	I	[{"TotalDue": 42.9624, "OrderDate": "2003-10-21 00:00:00.000000", "SalesOrderID": 56439}, {"TotalDue": 77.3169, "OrderDate": "2004-05-22 00:00:00.000000", "SalesOrderID": 71096}]
16179	AW00016179	I	[{"TotalDue": 41.1834, "OrderDate": "2004-05-24 00:00:00.000000", "SalesOrderID": 71221}, {"TotalDue": 38.5535, "OrderDate": "2004-03-18 00:00:00.000000", "SalesOrderID": 66378}]
16180	AW00016180	I	[{"TotalDue": 2582.6834, "OrderDate": "2004-06-06 00:00:00.000000", "SalesOrderID": 72334}, {"TotalDue": 2264.2536, "OrderDate": "2003-06-29 00:00:00.000000", "SalesOrderID": 51069}]
16181	AW00016181	I	[{"TotalDue": 147.4844, "OrderDate": "2004-04-08 00:00:00.000000", "SalesOrderID": 67842}, {"TotalDue": 40.432, "OrderDate": "2004-06-24 00:00:00.000000", "SalesOrderID": 73650}]
16182	AW00016182	I	[{"TotalDue": 27.614, "OrderDate": "2004-06-21 00:00:00.000000", "SalesOrderID": 73415}, {"TotalDue": 65.1729, "OrderDate": "2003-11-23 00:00:00.000000", "SalesOrderID": 58421}]
16183	AW00016183	I	[{"TotalDue": 6.9394, "OrderDate": "2003-11-10 00:00:00.000000", "SalesOrderID": 57697}, {"TotalDue": 27.614, "OrderDate": "2003-11-14 00:00:00.000000", "SalesOrderID": 57904}]
16184	AW00016184	I	[{"TotalDue": 43.3381, "OrderDate": "2004-03-31 00:00:00.000000", "SalesOrderID": 67209}, {"TotalDue": 43.0729, "OrderDate": "2004-05-06 00:00:00.000000", "SalesOrderID": 69950}]
16185	AW00016185	I	[{"TotalDue": 4.409, "OrderDate": "2003-10-29 00:00:00.000000", "SalesOrderID": 56856}, {"TotalDue": 27.614, "OrderDate": "2003-11-21 00:00:00.000000", "SalesOrderID": 58289}]
16186	AW00016186	I	[{"TotalDue": 71.7919, "OrderDate": "2003-12-31 00:00:00.000000", "SalesOrderID": 61136}]
16187	AW00016187	I	[{"TotalDue": 33.0727, "OrderDate": "2004-02-09 00:00:00.000000", "SalesOrderID": 63853}, {"TotalDue": 5.514, "OrderDate": "2004-05-26 00:00:00.000000", "SalesOrderID": 71394}]
16188	AW00016188	I	[{"TotalDue": 44.1779, "OrderDate": "2004-05-31 00:00:00.000000", "SalesOrderID": 71729}, {"TotalDue": 62.9519, "OrderDate": "2004-07-10 00:00:00.000000", "SalesOrderID": 74458}]
16189	AW00016189	I	[{"TotalDue": 44.1779, "OrderDate": "2004-06-10 00:00:00.000000", "SalesOrderID": 72612}, {"TotalDue": 72.8858, "OrderDate": "2003-12-18 00:00:00.000000", "SalesOrderID": 60279}]
16190	AW00016190	I	[{"TotalDue": 8.0444, "OrderDate": "2003-09-19 00:00:00.000000", "SalesOrderID": 54634}, {"TotalDue": 79.5269, "OrderDate": "2004-06-05 00:00:00.000000", "SalesOrderID": 72219}]
16191	AW00016191	I	[{"TotalDue": 24.2879, "OrderDate": "2004-07-01 00:00:00.000000", "SalesOrderID": 74175}, {"TotalDue": 5.514, "OrderDate": "2004-04-23 00:00:00.000000", "SalesOrderID": 68849}]
16192	AW00016192	I	[{"TotalDue": 79.5269, "OrderDate": "2003-10-30 00:00:00.000000", "SalesOrderID": 56932}, {"TotalDue": 32.5754, "OrderDate": "2003-08-01 00:00:00.000000", "SalesOrderID": 51907}]
16193	AW00016193	I	[{"TotalDue": 5.514, "OrderDate": "2003-08-23 00:00:00.000000", "SalesOrderID": 52994}, {"TotalDue": 94.4554, "OrderDate": "2003-10-28 00:00:00.000000", "SalesOrderID": 56822}]
16194	AW00016194	I	[{"TotalDue": 54.6754, "OrderDate": "2003-09-25 00:00:00.000000", "SalesOrderID": 54953}]
16195	AW00016195	I	[{"TotalDue": 102.1904, "OrderDate": "2003-11-23 00:00:00.000000", "SalesOrderID": 58444}]
16196	AW00016196	I	[{"TotalDue": 2709.5042, "OrderDate": "2003-12-23 00:00:00.000000", "SalesOrderID": 60624}, {"TotalDue": 2587.8769, "OrderDate": "2004-02-28 00:00:00.000000", "SalesOrderID": 65032}, {"TotalDue": 2699.9018, "OrderDate": "2002-09-08 00:00:00.000000", "SalesOrderID": 47495}]
16197	AW00016197	I	[{"TotalDue": 2410.6266, "OrderDate": "2002-09-19 00:00:00.000000", "SalesOrderID": 47579}, {"TotalDue": 635.3529, "OrderDate": "2004-05-03 00:00:00.000000", "SalesOrderID": 69737}]
16198	AW00016198	I	[{"TotalDue": 94.4554, "OrderDate": "2004-01-11 00:00:00.000000", "SalesOrderID": 61885}, {"TotalDue": 32.5754, "OrderDate": "2003-11-07 00:00:00.000000", "SalesOrderID": 57563}]
16199	AW00016199	I	[{"TotalDue": 2560.2519, "OrderDate": "2004-02-20 00:00:00.000000", "SalesOrderID": 64544}, {"TotalDue": 2673.0613, "OrderDate": "2004-01-28 00:00:00.000000", "SalesOrderID": 62928}, {"TotalDue": 2410.6266, "OrderDate": "2002-09-21 00:00:00.000000", "SalesOrderID": 47596}]
16200	AW00016200	I	[{"TotalDue": 44.1779, "OrderDate": "2003-09-24 00:00:00.000000", "SalesOrderID": 54914}, {"TotalDue": 62.9519, "OrderDate": "2003-10-26 00:00:00.000000", "SalesOrderID": 56728}]
16201	AW00016201	I	[{"TotalDue": 968.4773, "OrderDate": "2004-01-22 00:00:00.000000", "SalesOrderID": 62541}, {"TotalDue": 2410.6266, "OrderDate": "2002-07-21 00:00:00.000000", "SalesOrderID": 46848}]
16202	AW00016202	I	[{"TotalDue": 34.5534, "OrderDate": "2004-04-11 00:00:00.000000", "SalesOrderID": 68050}]
16203	AW00016203	I	[{"TotalDue": 2719.4382, "OrderDate": "2004-04-20 00:00:00.000000", "SalesOrderID": 68676}, {"TotalDue": 2538.4944, "OrderDate": "2004-02-25 00:00:00.000000", "SalesOrderID": 64865}, {"TotalDue": 2410.6266, "OrderDate": "2003-03-05 00:00:00.000000", "SalesOrderID": 49583}]
16204	AW00016204	I	[{"TotalDue": 2699.9018, "OrderDate": "2003-03-19 00:00:00.000000", "SalesOrderID": 49717}, {"TotalDue": 2580.1419, "OrderDate": "2004-03-06 00:00:00.000000", "SalesOrderID": 65627}, {"TotalDue": 2634.3974, "OrderDate": "2004-05-06 00:00:00.000000", "SalesOrderID": 69987}]
16205	AW00016205	I	[{"TotalDue": 2709.5042, "OrderDate": "2004-05-14 00:00:00.000000", "SalesOrderID": 70574}, {"TotalDue": 2410.6266, "OrderDate": "2003-03-16 00:00:00.000000", "SalesOrderID": 49687}, {"TotalDue": 2560.2519, "OrderDate": "2004-03-12 00:00:00.000000", "SalesOrderID": 66020}]
16206	AW00016206	I	[{"TotalDue": 2586.7387, "OrderDate": "2004-02-26 00:00:00.000000", "SalesOrderID": 64897}, {"TotalDue": 2673.0613, "OrderDate": "2004-02-07 00:00:00.000000", "SalesOrderID": 63749}, {"TotalDue": 2699.9018, "OrderDate": "2002-10-17 00:00:00.000000", "SalesOrderID": 47845}]
16207	AW00016207	I	[{"TotalDue": 2699.9018, "OrderDate": "2002-10-11 00:00:00.000000", "SalesOrderID": 47792}, {"TotalDue": 2640.9058, "OrderDate": "2004-02-22 00:00:00.000000", "SalesOrderID": 64677}, {"TotalDue": 2644.3313, "OrderDate": "2004-03-05 00:00:00.000000", "SalesOrderID": 65624}]
16208	AW00016208	I	[{"TotalDue": 132.5558, "OrderDate": "2003-09-05 00:00:00.000000", "SalesOrderID": 53851}]
16209	AW00016209	I	[{"TotalDue": 34.2219, "OrderDate": "2003-08-07 00:00:00.000000", "SalesOrderID": 52194}]
16210	AW00016210	I	[{"TotalDue": 713.7637, "OrderDate": "2004-06-18 00:00:00.000000", "SalesOrderID": 73225}]
16211	AW00016211	I	[{"TotalDue": 648.6019, "OrderDate": "2004-06-04 00:00:00.000000", "SalesOrderID": 72163}]
16212	AW00016212	I	[{"TotalDue": 44.1779, "OrderDate": "2004-06-18 00:00:00.000000", "SalesOrderID": 73209}]
16213	AW00016213	I	[{"TotalDue": 36.023, "OrderDate": "2004-03-01 00:00:00.000000", "SalesOrderID": 65341}, {"TotalDue": 79.5269, "OrderDate": "2004-04-14 00:00:00.000000", "SalesOrderID": 68237}, {"TotalDue": 55.2169, "OrderDate": "2004-01-06 00:00:00.000000", "SalesOrderID": 61560}]
16214	AW00016214	I	[{"TotalDue": 16.8292, "OrderDate": "2003-10-02 00:00:00.000000", "SalesOrderID": 55415}]
16215	AW00016215	I	[{"TotalDue": 682.7906, "OrderDate": "2004-06-24 00:00:00.000000", "SalesOrderID": 73687}]
16216	AW00016216	I	[{"TotalDue": 678.9894, "OrderDate": "2004-06-07 00:00:00.000000", "SalesOrderID": 72396}]
16217	AW00016217	I	[{"TotalDue": 138.114, "OrderDate": "2004-03-01 00:00:00.000000", "SalesOrderID": 65354}]
16218	AW00016218	I	[{"TotalDue": 635.3529, "OrderDate": "2003-07-16 00:00:00.000000", "SalesOrderID": 51436}]
16219	AW00016219	I	[{"TotalDue": 612.1369, "OrderDate": "2003-12-11 00:00:00.000000", "SalesOrderID": 59825}]
16220	AW00016220	I	[{"TotalDue": 622.0708, "OrderDate": "2004-01-25 00:00:00.000000", "SalesOrderID": 62745}]
16221	AW00016221	I	[{"TotalDue": 650.8008, "OrderDate": "2003-08-19 00:00:00.000000", "SalesOrderID": 52834}]
16222	AW00016222	I	[{"TotalDue": 620.4354, "OrderDate": "2003-08-18 00:00:00.000000", "SalesOrderID": 52766}]
16223	AW00016223	I	[{"TotalDue": 622.0708, "OrderDate": "2003-08-18 00:00:00.000000", "SalesOrderID": 52767}]
16224	AW00016224	I	[{"TotalDue": 614.6673, "OrderDate": "2003-08-30 00:00:00.000000", "SalesOrderID": 53394}]
16225	AW00016225	I	[{"TotalDue": 612.1369, "OrderDate": "2003-09-04 00:00:00.000000", "SalesOrderID": 53825}]
16226	AW00016226	I	[{"TotalDue": 612.1369, "OrderDate": "2003-09-04 00:00:00.000000", "SalesOrderID": 53826}]
16227	AW00016227	I	[{"TotalDue": 89.4608, "OrderDate": "2003-08-03 00:00:00.000000", "SalesOrderID": 51995}]
16228	AW00016228	I	[{"TotalDue": 629.8169, "OrderDate": "2004-06-13 00:00:00.000000", "SalesOrderID": 72819}]
16229	AW00016229	I	[{"TotalDue": 632.3473, "OrderDate": "2004-06-09 00:00:00.000000", "SalesOrderID": 72545}]
16230	AW00016230	I	[{"TotalDue": 683.9729, "OrderDate": "2004-06-20 00:00:00.000000", "SalesOrderID": 73377}]
16231	AW00016231	I	[{"TotalDue": 2791.1637, "OrderDate": "2003-07-15 00:00:00.000000", "SalesOrderID": 51414}]
16232	AW00016232	I	[{"TotalDue": 2735.9248, "OrderDate": "2003-08-21 00:00:00.000000", "SalesOrderID": 52919}]
16233	AW00016233	I	[{"TotalDue": 126.4783, "OrderDate": "2004-07-17 00:00:00.000000", "SalesOrderID": 74670}]
16234	AW00016234	I	[{"TotalDue": 15.4479, "OrderDate": "2003-12-04 00:00:00.000000", "SalesOrderID": 59305}]
16235	AW00016235	I	[{"TotalDue": 2699.9018, "OrderDate": "2003-08-22 00:00:00.000000", "SalesOrderID": 52955}]
16236	AW00016236	I	[{"TotalDue": 109.3508, "OrderDate": "2004-03-28 00:00:00.000000", "SalesOrderID": 67042}]
16237	AW00016237	I	[{"TotalDue": 2778.9977, "OrderDate": "2003-09-03 00:00:00.000000", "SalesOrderID": 53757}]
16238	AW00016238	I	[{"TotalDue": 14.2987, "OrderDate": "2003-10-11 00:00:00.000000", "SalesOrderID": 55943}]
16239	AW00016239	I	[{"TotalDue": 44.1779, "OrderDate": "2004-07-08 00:00:00.000000", "SalesOrderID": 74395}]
16240	AW00016240	I	[{"TotalDue": 5.514, "OrderDate": "2004-07-05 00:00:00.000000", "SalesOrderID": 74294}]
16241	AW00016241	I	[{"TotalDue": 77.339, "OrderDate": "2004-03-16 00:00:00.000000", "SalesOrderID": 66284}, {"TotalDue": 62.9519, "OrderDate": "2003-10-28 00:00:00.000000", "SalesOrderID": 56832}]
16242	AW00016242	I	[{"TotalDue": 8.0444, "OrderDate": "2003-12-25 00:00:00.000000", "SalesOrderID": 60717}]
16243	AW00016243	I	[{"TotalDue": 24.2879, "OrderDate": "2004-02-27 00:00:00.000000", "SalesOrderID": 64995}, {"TotalDue": 77.339, "OrderDate": "2003-08-31 00:00:00.000000", "SalesOrderID": 53419}]
16244	AW00016244	I	[{"TotalDue": 2618.8169, "OrderDate": "2004-04-16 00:00:00.000000", "SalesOrderID": 68379}]
16245	AW00016245	I	[{"TotalDue": 5.514, "OrderDate": "2004-07-26 00:00:00.000000", "SalesOrderID": 74958}]
16246	AW00016246	I	[{"TotalDue": 14.2987, "OrderDate": "2003-12-09 00:00:00.000000", "SalesOrderID": 59674}]
16247	AW00016247	I	[{"TotalDue": 38.5535, "OrderDate": "2004-01-13 00:00:00.000000", "SalesOrderID": 61984}, {"TotalDue": 16.5529, "OrderDate": "2004-01-16 00:00:00.000000", "SalesOrderID": 62190}, {"TotalDue": 50.7748, "OrderDate": "2004-01-23 00:00:00.000000", "SalesOrderID": 62609}]
16248	AW00016248	I	[{"TotalDue": 44.1779, "OrderDate": "2003-11-03 00:00:00.000000", "SalesOrderID": 57334}]
16249	AW00016249	I	[{"TotalDue": 15.4479, "OrderDate": "2003-10-31 00:00:00.000000", "SalesOrderID": 56981}]
16250	AW00016250	I	[{"TotalDue": 2574.6279, "OrderDate": "2004-06-30 00:00:00.000000", "SalesOrderID": 74106}, {"TotalDue": 2410.6266, "OrderDate": "2002-08-20 00:00:00.000000", "SalesOrderID": 47233}]
16251	AW00016251	I	[{"TotalDue": 5.514, "OrderDate": "2003-11-02 00:00:00.000000", "SalesOrderID": 57280}, {"TotalDue": 24.2879, "OrderDate": "2004-06-20 00:00:00.000000", "SalesOrderID": 73365}]
16252	AW00016252	I	[{"TotalDue": 662.9779, "OrderDate": "2004-05-05 00:00:00.000000", "SalesOrderID": 69880}, {"TotalDue": 2410.6266, "OrderDate": "2002-10-13 00:00:00.000000", "SalesOrderID": 47812}]
16253	AW00016253	I	[{"TotalDue": 2410.6266, "OrderDate": "2002-10-03 00:00:00.000000", "SalesOrderID": 47747}, {"TotalDue": 596.689, "OrderDate": "2004-05-20 00:00:00.000000", "SalesOrderID": 70956}]
16254	AW00016254	I	[{"TotalDue": 27.614, "OrderDate": "2003-08-25 00:00:00.000000", "SalesOrderID": 53106}]
16255	AW00016255	I	[{"TotalDue": 207.7179, "OrderDate": "2003-10-19 00:00:00.000000", "SalesOrderID": 56357}]
16256	AW00016256	I	[{"TotalDue": 85.0519, "OrderDate": "2003-12-12 00:00:00.000000", "SalesOrderID": 59858}, {"TotalDue": 5.514, "OrderDate": "2004-03-07 00:00:00.000000", "SalesOrderID": 65716}]
16257	AW00016257	I	[{"TotalDue": 80.6208, "OrderDate": "2004-07-18 00:00:00.000000", "SalesOrderID": 74709}]
16258	AW00016258	I	[{"TotalDue": 70.6869, "OrderDate": "2004-06-21 00:00:00.000000", "SalesOrderID": 73453}]
16259	AW00016259	I	[{"TotalDue": 635.3529, "OrderDate": "2004-06-10 00:00:00.000000", "SalesOrderID": 72595}, {"TotalDue": 2410.6266, "OrderDate": "2003-03-14 00:00:00.000000", "SalesOrderID": 49672}]
16260	AW00016260	I	[{"TotalDue": 2410.6266, "OrderDate": "2002-08-05 00:00:00.000000", "SalesOrderID": 47101}, {"TotalDue": 905.5033, "OrderDate": "2004-02-08 00:00:00.000000", "SalesOrderID": 63766}]
16261	AW00016261	I	[{"TotalDue": 2547.0029, "OrderDate": "2004-03-20 00:00:00.000000", "SalesOrderID": 66506}, {"TotalDue": 2699.9018, "OrderDate": "2003-03-29 00:00:00.000000", "SalesOrderID": 49791}, {"TotalDue": 2676.9067, "OrderDate": "2004-05-15 00:00:00.000000", "SalesOrderID": 70646}]
16262	AW00016262	I	[{"TotalDue": 2649.8453, "OrderDate": "2004-06-15 00:00:00.000000", "SalesOrderID": 73012}, {"TotalDue": 2618.8058, "OrderDate": "2004-03-11 00:00:00.000000", "SalesOrderID": 65961}, {"TotalDue": 2410.6266, "OrderDate": "2003-03-03 00:00:00.000000", "SalesOrderID": 49569}]
16263	AW00016263	I	[{"TotalDue": 2699.9018, "OrderDate": "2002-10-22 00:00:00.000000", "SalesOrderID": 47890}, {"TotalDue": 2634.3974, "OrderDate": "2004-03-13 00:00:00.000000", "SalesOrderID": 66151}, {"TotalDue": 2669.6137, "OrderDate": "2004-03-22 00:00:00.000000", "SalesOrderID": 66641}]
16264	AW00016264	I	[{"TotalDue": 24.2879, "OrderDate": "2004-05-27 00:00:00.000000", "SalesOrderID": 71448}, {"TotalDue": 44.1779, "OrderDate": "2004-05-21 00:00:00.000000", "SalesOrderID": 71052}]
16265	AW00016265	I	[{"TotalDue": 30.1444, "OrderDate": "2004-04-04 00:00:00.000000", "SalesOrderID": 67607}]
